StudentID,Gender,Height,Weight,BloodType,PhysicalResult,MonthlyConsumption
12033390,F,1.64,76.56,B,C,663.7
94413702,F,1.74,69.16,AB,B,356.54
74157758,F,1.66,66.82,AB,A,743.28
29837826,M,1.86,41.44,B,D,1369.31
62752992,M,1.65,40.06,O,D,884.16
97467791,F,1.66,56.06,AB,D,538.91
83466084,F,1.66,60.2,AB,D,1102.74
74100188,F,1.77,51.39,A,B,799.21
69090184,F,1.79,70.4,B,C,1499.3
78270658,M,1.76,51.14,B,B,1489.36
98367942,M,1.66,42.35,A,B,1166.01
87484757,F,1.86,79.69,A,B,1463.93
71517108,M,1.84,55.6,A,C,1368.31
43868048,F,1.65,63.94,O,C,724.84
40844658,F,1.8,57.18,O,D,1332.84
8010189,F,1.7,40.41,AB,B,1031.08
48620488,F,1.57,50.08,B,A,940.86
90282047,F,1.82,46.94,B,C,609.77
73777876,F,1.86,49.16,A,A,692.55
92328371,F,1.76,43.93,AB,A,1341.22
38210291,M,1.8,75.43,O,C,372.25
89192686,M,1.6,74.65,B,C,1121.44
2734086,M,1.85,53.44,B,C,1150.04
49032579,M,1.83,62.75,O,D,1470.35
91679957,M,1.68,41.59,O,D,403.6
33068562,M,1.52,62.87,AB,D,1206.14
60696487,M,1.59,51.43,AB,C,687.11
99354943,F,1.52,49.4,AB,C,763.59
38902489,M,1.56,60.0,AB,A,808.28
41596020,F,1.77,65.68,AB,B,1268.12
53708674,F,1.59,60.48,B,B,721.44
16115503,M,1.57,57.26,AB,C,970.16
33512940,F,1.86,40.57,B,B,618.4
99622325,M,1.62,73.61,B,D,1167.34
51768336,F,1.67,40.55,O,C,497.33
14124773,F,1.77,53.93,B,A,704.8
86209199,F,1.76,45.58,AB,D,863.26
61924422,M,1.68,78.47,A,B,637.08
5281359,F,1.83,44.04,B,A,891.5
40656578,F,1.61,54.64,AB,A,302.79
57694755,F,1.62,51.54,A,A,1359.26
79865518,F,1.89,71.68,AB,B,847.25
24380189,F,1.88,63.95,O,D,1074.07
81236008,M,1.59,77.7,A,A,1209.13
71661869,M,1.63,47.41,B,B,354.64
95521274,M,1.86,69.31,B,B,356.69
37634510,F,1.72,49.66,O,C,1487.58
32425303,M,1.82,43.6,O,A,1341.89
3872459,F,1.89,63.84,AB,D,739.15
80655302,F,1.87,51.97,B,A,1180.49
65475554,M,1.89,77.83,O,C,1443.12
2765166,F,1.64,78.14,O,B,368.06
2323309,F,1.78,56.64,B,C,978.26
24801204,F,1.68,43.14,AB,D,1496.48
66383011,F,1.72,44.1,O,A,717.5
10306573,M,1.67,62.23,O,B,472.7
52917374,F,1.61,64.6,AB,D,1126.38
49310033,F,1.73,62.3,O,C,1124.67
91922499,F,1.69,42.9,A,A,714.05
45199474,M,1.71,67.69,AB,C,483.29
97348979,M,1.7,67.16,O,A,1396.55
68074572,M,1.68,66.74,AB,D,746.26
49284671,M,1.68,67.42,B,A,1021.48
42316069,F,1.86,49.17,AB,B,1087.49
94757883,F,1.7,49.07,A,D,1296.11
91626039,F,1.76,77.87,A,D,902.51
32686000,M,1.81,41.08,A,A,1112.93
85833709,M,1.7,73.56,A,D,563.35
62853772,M,1.77,42.79,AB,B,570.79
7406652,M,1.71,43.81,A,D,342.49
34826314,F,1.86,53.88,O,A,1053.89
32772782,F,1.88,43.85,AB,A,1193.37
5463399,M,1.88,60.21,AB,B,921.11
24906713,M,1.62,52.46,O,D,997.61
15378435,F,1.65,43.87,A,D,551.21
53330179,M,1.85,58.54,A,D,981.15
88107361,M,1.65,77.91,AB,D,445.82
55113024,F,1.72,67.66,AB,D,1180.51
72484676,M,1.8,43.16,B,D,357.26
67765488,F,1.82,72.64,B,A,335.56
40050916,F,1.69,70.2,AB,C,1074.05
45865659,F,1.61,40.36,A,D,354.07
61832626,M,1.51,64.48,O,B,532.25
18956991,F,1.69,52.8,B,C,1225.04
98747211,M,1.71,62.5,O,D,896.36
94992445,M,1.63,61.04,A,A,731.59
12568593,F,1.52,57.58,A,B,1265.64
71021436,M,1.51,68.96,B,D,1329.25
2432631,M,1.5,74.5,A,D,1443.63
42325036,F,1.77,73.46,B,A,1159.19
90151585,M,1.69,79.94,O,B,1235.72
40779476,F,1.57,47.53,AB,C,1334.79
32269834,F,1.68,67.52,AB,C,1221.1
98466157,F,1.76,70.87,O,B,724.97
46582376,M,1.77,45.3,A,C,968.04
99262869,M,1.86,56.35,O,D,870.89
91690594,M,1.68,41.77,O,B,1471.72
52325878,F,1.58,69.65,A,D,585.5
31494824,M,1.89,62.27,AB,C,507.84
21278868,M,1.83,72.41,A,C,951.64
33599373,F,1.86,78.06,B,D,399.14
61374832,M,1.67,76.61,AB,B,980.0
14230971,F,1.88,44.13,A,C,499.1
49327047,M,1.69,63.94,O,B,1369.38
2947727,F,1.63,49.98,A,B,589.76
11138999,M,1.83,71.01,O,D,924.31
20517810,F,1.51,53.54,O,D,584.82
64102985,M,1.58,70.04,AB,B,1072.2
21056215,F,1.57,48.71,AB,D,983.84
69086725,F,1.5,63.92,AB,B,1043.16
14940086,M,1.85,76.22,O,B,1405.7
12190452,M,1.61,48.65,O,C,1362.09
85183997,M,1.87,57.83,A,D,1328.42
94517906,F,1.79,52.27,A,B,1067.9
54969671,M,1.6,76.85,O,B,351.13
17226991,F,1.85,42.94,B,D,750.62
49022220,M,1.52,68.9,O,C,1316.82
11699203,F,1.57,77.84,A,A,925.73
66836128,M,1.67,77.27,A,D,1231.09
53234782,M,1.81,47.75,O,B,1198.34
65507176,M,1.89,56.55,B,C,1334.24
2202624,M,1.61,62.97,A,B,1484.43
26014191,M,1.5,59.32,A,B,602.42
14436525,F,1.58,66.72,O,A,626.91
83428799,F,1.67,41.37,O,D,1444.31
87284371,F,1.54,63.27,AB,B,1378.25
98463591,F,1.75,45.66,O,D,1036.77
41506613,F,1.79,52.23,A,A,1292.92
59907522,F,1.77,66.77,B,D,1430.88
70662822,F,1.8,50.6,A,B,409.09
495735,F,1.55,50.55,B,B,757.95
87874442,M,1.87,43.83,A,B,590.07
44643002,F,1.53,63.04,AB,D,501.77
30047398,F,1.65,65.16,A,A,1012.83
42212858,M,1.69,72.85,O,A,359.64
45817253,F,1.71,49.72,AB,D,1062.46
67361365,M,1.85,65.76,B,A,787.32
99156396,F,1.61,62.01,O,A,694.32
45977013,M,1.59,75.46,B,D,913.19
66527614,F,1.77,47.21,O,A,991.33
16385682,F,1.66,49.21,A,C,997.98
57851862,F,1.52,49.77,B,D,301.38
50933821,F,1.72,55.2,B,D,686.04
97238986,M,1.66,54.95,B,A,884.89
79185191,F,1.79,56.08,B,A,337.47
13104051,M,1.71,54.19,A,B,379.01
30581025,M,1.78,64.69,AB,C,1237.59
17381637,M,1.84,65.33,B,D,649.75
73001310,M,1.54,57.76,B,C,1026.88
49503939,M,1.6,55.37,O,B,542.03
33791416,F,1.87,47.69,O,C,307.77
68493450,F,1.58,69.39,AB,B,819.54
46203229,F,1.82,40.53,B,B,942.26
46019085,F,1.57,54.17,AB,A,973.38
17756563,F,1.85,47.58,B,C,354.39
49335246,F,1.84,71.01,A,B,1372.24
24294425,F,1.56,47.02,AB,C,1335.99
64205234,M,1.67,71.48,O,B,729.62
33154134,F,1.79,41.19,A,A,1348.78
140859,F,1.54,76.68,B,B,859.71
90514585,M,1.85,64.77,B,D,469.85
70687849,M,1.85,49.72,B,B,1099.64
21312458,M,1.74,54.58,A,C,379.58
39344145,F,1.55,74.95,A,A,748.05
48309781,M,1.59,77.13,AB,D,1182.57
49703170,M,1.88,73.43,AB,B,505.58
54744058,M,1.56,67.98,B,D,1338.86
34574845,F,1.52,65.17,AB,A,1169.93
75797672,M,1.87,51.71,B,D,505.55
86182047,F,1.52,57.64,O,D,419.23
67522076,F,1.71,62.3,B,D,462.17
77677483,M,1.59,75.06,A,B,1496.8
62894349,M,1.85,66.11,B,B,1218.67
35848390,M,1.89,55.66,B,D,967.06
10166997,F,1.84,71.54,B,C,1099.12
97606756,F,1.67,72.5,O,B,1212.34
24024167,F,1.75,58.35,AB,A,776.04
62696895,M,1.75,72.95,A,D,1398.75
76376116,M,1.87,72.57,AB,C,301.03
78968507,F,1.75,54.34,AB,B,904.62
4844935,F,1.6,50.39,O,B,388.39
77484229,M,1.69,78.23,A,A,1130.45
92867276,F,1.61,78.97,A,A,1287.36
1158064,F,1.88,58.35,O,C,822.67
2055706,F,1.81,48.2,AB,B,1473.01
63106241,M,1.57,67.11,B,B,988.62
48105928,F,1.66,79.73,A,C,940.98
70480959,F,1.66,66.1,AB,B,994.77
6754757,F,1.62,61.85,A,A,665.61
43717564,F,1.75,55.06,B,C,357.15
19990721,M,1.64,65.02,B,C,1101.06
7292851,F,1.63,79.85,B,C,539.2
27998074,M,1.71,54.65,A,D,1022.57
18945841,M,1.57,60.38,B,A,913.77
13417266,F,1.62,67.5,O,C,1452.74
36025659,F,1.88,64.76,O,C,673.86
50082309,M,1.61,50.74,AB,C,670.61
66768500,F,1.68,41.31,A,C,1170.25
628472,F,1.75,57.87,A,D,1346.15
8159535,F,1.72,53.6,A,B,885.25
41959228,F,1.71,41.54,O,C,941.19
92712154,M,1.76,61.97,O,A,1373.95
88582667,M,1.87,74.11,B,B,1087.82
64801198,M,1.88,79.77,AB,D,425.32
10083522,M,1.81,77.04,AB,A,1411.12
38082036,F,1.52,77.58,AB,B,374.23
84103087,M,1.6,50.32,A,A,803.83
2305323,F,1.75,76.94,A,C,1009.04
59768041,F,1.7,66.8,B,A,376.35
13829227,F,1.64,52.39,A,A,1334.65
49192613,M,1.63,45.9,A,D,699.11
69666144,M,1.8,41.97,O,D,358.05
9953691,F,1.62,63.78,AB,C,735.45
14938990,F,1.84,78.29,AB,A,891.05
30508720,F,1.87,54.95,A,D,1353.18
68703362,M,1.76,59.39,AB,B,1231.08
70007772,F,1.69,73.23,O,D,1225.54
61039640,F,1.73,52.38,O,A,657.14
46247110,M,1.73,66.43,B,D,604.56
78081065,M,1.77,42.69,A,D,1025.09
51131698,F,1.88,58.78,A,D,1004.12
80679612,M,1.75,43.59,B,B,1339.5
66422836,F,1.89,60.62,B,B,723.83
73261761,F,1.89,44.03,O,A,897.06
79013153,M,1.66,42.51,AB,B,605.56
59293341,F,1.73,51.49,A,C,836.84
63551750,F,1.81,69.19,AB,B,648.83
15002241,F,1.7,49.51,B,B,402.49
6409879,M,1.84,77.98,O,B,924.08
66979042,F,1.8,53.11,O,C,474.5
4548466,M,1.87,52.43,B,C,869.13
72345988,M,1.54,42.18,O,A,495.01
59335962,F,1.59,76.69,AB,A,1356.21
24735756,M,1.66,68.44,O,C,947.22
96024520,F,1.55,66.22,B,D,1273.24
33364352,F,1.61,78.48,O,D,396.16
46579833,F,1.89,41.6,AB,A,1231.31
70256133,M,1.77,41.47,B,B,1441.05
13493303,F,1.72,67.38,B,A,1463.76
56138082,F,1.56,52.31,A,C,432.15
83073972,M,1.82,69.24,O,C,1396.05
56069160,M,1.59,40.92,B,A,1109.52
39159204,F,1.77,40.79,O,B,894.86
90472913,M,1.69,74.98,B,A,611.02
39739763,M,1.66,78.46,A,C,602.93
82595790,M,1.75,66.49,A,C,609.98
86942772,F,1.65,52.68,B,D,1478.85
66366231,M,1.81,46.35,B,B,1181.53
26167208,M,1.69,59.25,O,B,564.04
82582562,F,1.54,54.26,AB,A,812.69
73521049,M,1.51,77.95,A,B,801.88
3187473,M,1.59,56.87,A,D,779.22
85722382,M,1.55,77.75,A,B,1363.34
74339242,M,1.54,75.87,O,C,334.45
81866126,F,1.8,45.24,B,A,859.42
89285235,M,1.73,65.91,O,D,670.36
28708426,M,1.77,58.41,AB,A,839.35
17800034,F,1.76,61.5,AB,C,780.1
6619508,M,1.77,72.46,O,A,988.59
52957979,F,1.84,63.68,A,A,1405.95
99639051,M,1.78,78.05,AB,C,1222.3
29084991,M,1.74,42.32,B,D,671.64
73244920,M,1.83,45.61,O,B,1212.6
18763757,F,1.7,53.07,B,B,459.34
57878660,F,1.68,50.55,A,B,845.24
84140486,M,1.63,73.41,B,A,440.28
22944661,F,1.59,58.05,B,B,431.18
69382645,M,1.87,47.54,O,B,844.8
96426906,M,1.64,63.87,AB,C,685.5
52349855,F,1.61,78.26,A,A,985.07
70009234,M,1.66,68.07,B,D,543.17
62246823,M,1.58,56.71,AB,B,371.22
25254577,M,1.63,47.9,O,D,663.62
13543563,F,1.56,40.53,AB,C,1117.37
11704942,M,1.71,54.52,AB,C,1110.25
15985411,F,1.89,68.01,A,A,1264.82
28988171,M,1.51,45.78,A,B,1378.47
76413358,F,1.62,41.4,B,B,476.79
85401377,M,1.61,58.56,A,A,476.42
43920282,M,1.88,44.1,AB,D,1460.76
3986500,F,1.57,73.85,AB,A,325.92
31131978,M,1.72,73.98,AB,A,579.89
45807918,F,1.62,44.46,AB,B,672.85
53290410,M,1.67,74.06,O,D,1074.1
3322383,F,1.74,41.73,AB,C,698.19
38282299,F,1.63,78.43,A,D,889.87
36352659,F,1.86,49.96,AB,B,878.39
9102346,F,1.75,40.8,AB,D,1090.41
9963808,M,1.82,72.72,AB,D,1434.81
7775281,M,1.83,60.91,O,B,1009.1
72502133,M,1.62,50.26,B,A,1466.24
72577075,F,1.79,63.89,O,A,658.95
21419075,F,1.55,68.39,O,D,687.81
2281212,F,1.72,40.63,B,C,1326.12
60183928,F,1.75,50.71,A,A,1065.77
74944912,F,1.56,78.61,AB,C,450.68
528737,M,1.66,44.72,AB,C,311.12
88073482,F,1.84,65.89,A,C,1220.43
93368359,M,1.84,56.81,A,D,545.62
15222422,F,1.75,69.42,O,C,417.0
51903897,F,1.76,50.36,O,A,1344.36
86188878,F,1.7,65.53,O,A,1252.42
3410524,F,1.57,58.6,O,D,1034.77
29069724,M,1.54,70.23,A,A,1494.49
58631374,M,1.7,41.95,AB,D,780.67
87585642,M,1.62,50.9,O,D,687.06
88126330,M,1.7,77.04,A,B,1318.32
55798279,F,1.58,53.79,B,D,834.94
716645,F,1.86,40.83,AB,C,906.02
40584867,M,1.57,76.97,O,D,930.95
52148585,M,1.68,66.73,B,D,1491.98
69257979,F,1.75,67.54,B,B,354.82
94225902,M,1.52,45.21,AB,B,784.57
80532530,M,1.55,48.24,O,D,1252.27
66441915,F,1.87,56.87,O,C,565.61
63851275,F,1.61,66.15,AB,B,751.15
5202581,F,1.79,50.51,A,D,1095.49
46218988,F,1.53,53.18,O,B,1086.47
4957082,M,1.65,57.6,A,D,1421.97
91625078,F,1.53,41.98,AB,D,999.24
21348010,F,1.77,46.08,O,A,1140.88
67094247,F,1.79,40.6,AB,B,909.77
73021953,F,1.86,51.69,B,D,1261.68
53861530,F,1.84,66.57,O,C,1431.18
11162703,F,1.74,78.46,B,C,1245.63
88574699,M,1.51,58.94,AB,A,391.15
22488288,F,1.54,72.05,O,A,342.69
12721524,F,1.7,50.99,AB,A,381.26
90735343,F,1.8,79.75,AB,A,1228.0
51423079,F,1.61,57.47,O,B,557.16
88891144,M,1.68,79.74,A,C,952.8
30288262,F,1.9,40.31,AB,C,1441.13
48569447,M,1.88,44.5,A,D,482.73
44457462,M,1.79,65.09,A,A,808.25
74863311,F,1.9,65.27,O,D,1418.86
86707853,M,1.86,62.33,B,C,762.3
65588906,M,1.58,54.56,AB,A,760.38
78951407,M,1.69,40.11,A,C,1154.36
28419249,M,1.76,46.14,B,A,684.85
12336095,F,1.81,46.73,B,C,339.7
2238449,F,1.87,41.64,A,C,821.78
22450252,M,1.9,42.22,A,B,1040.98
23923622,M,1.82,47.5,O,D,343.2
28370814,F,1.6,48.28,AB,D,953.4
38992537,M,1.85,55.7,O,C,1290.29
44697176,F,1.65,55.45,AB,B,522.53
5298284,F,1.56,50.74,O,B,625.18
18869532,M,1.8,74.69,O,B,612.5
95891846,F,1.52,71.0,A,D,710.84
50583314,M,1.53,55.25,O,D,764.54
90633641,F,1.62,54.5,AB,B,879.31
37613788,F,1.5,63.58,A,D,623.77
95445068,M,1.7,77.0,A,D,348.54
13736610,F,1.9,55.02,O,D,1411.64
53864608,F,1.8,49.94,A,D,852.78
53016602,F,1.82,68.7,AB,B,1235.96
12690890,M,1.65,71.44,B,D,533.83
15976613,M,1.56,75.98,B,D,934.82
90934194,F,1.6,71.76,AB,A,1357.16
85053669,F,1.84,57.21,AB,A,595.01
32333735,F,1.68,44.26,O,A,1227.31
39570193,M,1.77,43.18,B,B,594.98
80545688,M,1.52,75.35,A,B,1395.37
87339052,F,1.66,45.85,B,C,1161.6
61511223,F,1.63,51.9,A,A,481.81
25970229,M,1.71,57.58,AB,D,488.18
54809844,M,1.75,66.71,B,B,604.0
65244520,F,1.65,65.45,AB,A,1163.25
91879752,M,1.63,50.8,B,D,480.07
15946893,F,1.52,75.05,A,C,1214.84
23142492,F,1.78,52.04,A,C,788.79
79214652,M,1.61,61.04,O,A,1025.15
25723506,F,1.89,50.16,AB,D,1213.64
46145072,M,1.87,69.5,O,C,542.08
25827740,F,1.57,69.11,B,D,1418.93
86515053,M,1.81,74.68,B,A,1342.66
49155187,M,1.71,78.06,A,C,697.42
21249909,F,1.61,54.15,B,B,1023.65
40150283,M,1.58,73.12,B,A,1315.82
42350051,M,1.8,70.82,A,A,472.04
95568417,M,1.69,49.71,O,B,1420.89
84540042,F,1.69,56.09,B,C,1351.82
6794371,M,1.55,55.76,AB,C,1407.17
37990848,F,1.61,69.98,B,A,791.2
81278173,M,1.59,45.45,AB,C,407.15
61099331,M,1.71,69.26,A,D,1464.62
65881990,M,1.87,73.45,O,C,451.02
75675622,M,1.83,51.11,O,B,652.54
70664957,M,1.65,61.4,B,A,897.73
36841919,M,1.65,66.42,O,D,1369.31
93605556,M,1.86,54.72,B,D,303.79
84275179,M,1.89,67.28,A,C,975.99
53294959,M,1.78,72.44,B,B,695.67
3056716,F,1.81,68.05,AB,D,998.85
36240927,M,1.5,79.08,A,B,558.57
74280199,F,1.52,71.95,A,A,671.18
7104666,M,1.56,66.96,O,A,1253.1
7689628,M,1.52,63.81,O,D,662.48
56268554,M,1.65,61.47,AB,A,1163.6
32496353,M,1.79,47.97,AB,C,1159.65
82512691,F,1.77,62.65,A,C,481.31
22329069,M,1.89,50.6,AB,D,435.45
3128243,F,1.66,61.8,AB,C,1095.7
64031283,F,1.73,71.67,B,D,671.28
55907428,F,1.65,55.7,B,D,1472.94
9880983,F,1.66,41.4,B,D,306.7
40078285,F,1.51,79.59,AB,C,609.88
86643014,M,1.87,67.85,A,D,570.31
52168488,M,1.61,76.28,A,B,527.9
90881612,F,1.68,71.75,B,D,452.65
62106900,M,1.6,50.66,A,B,1019.18
1416828,M,1.66,42.43,AB,C,732.95
80365388,F,1.59,76.43,A,A,1164.75
25641851,F,1.59,51.31,B,C,1080.38
33502586,M,1.81,44.3,B,A,614.56
28694798,M,1.88,77.67,A,D,477.57
26918269,M,1.87,74.86,O,A,624.87
36147859,F,1.57,64.61,A,D,1364.0
31695812,F,1.71,66.22,B,D,848.63
64611932,F,1.71,79.04,O,A,891.91
30619642,F,1.77,50.86,B,D,621.95
69960037,F,1.74,77.59,A,B,1186.76
99498866,F,1.9,78.24,A,A,1499.27
37135838,F,1.86,69.84,B,D,448.72
54285951,M,1.51,48.46,A,A,878.55
73247404,M,1.79,42.6,B,C,435.32
96911112,M,1.87,66.54,O,C,688.43
78134072,M,1.77,70.24,B,D,476.38
87760871,F,1.77,50.57,AB,D,656.65
46923164,M,1.63,69.16,B,C,423.07
99497995,F,1.74,76.36,A,C,309.74
45609366,F,1.54,64.76,AB,A,408.99
28673380,M,1.75,62.41,AB,D,1296.08
54608183,M,1.61,47.9,B,D,834.39
66741079,M,1.83,58.81,O,B,1242.14
36453199,M,1.78,56.45,B,D,1015.6
82919677,F,1.67,41.27,AB,C,721.35
42214846,M,1.86,50.1,O,B,1437.56
34426688,M,1.65,44.35,AB,C,1262.13
59834920,F,1.62,53.45,O,B,1442.55
39591802,F,1.83,71.72,B,D,777.56
12796404,F,1.52,59.51,O,B,500.83
72367828,M,1.63,61.34,A,A,792.59
36464496,M,1.73,60.39,AB,B,1129.48
38529343,M,1.81,77.91,B,C,420.76
76193527,M,1.53,76.97,A,C,1021.98
2386116,F,1.78,50.67,A,B,527.33
35339046,F,1.7,59.87,A,B,1099.77
54416636,F,1.87,44.04,AB,A,1019.77
67477649,F,1.71,79.42,A,A,301.5
18290117,M,1.62,41.12,AB,C,1216.63
99198857,M,1.7,43.53,O,C,743.82
10004635,M,1.62,70.02,O,A,799.54
67979799,M,1.59,72.07,AB,D,1352.68
13088952,F,1.67,74.64,AB,B,1183.6
81764776,M,1.77,43.83,AB,B,330.75
11343112,F,1.63,76.64,AB,A,1296.25
71184071,M,1.6,57.12,B,C,625.11
12523654,M,1.5,78.97,B,A,703.46
15307575,M,1.64,64.72,AB,A,1464.19
46745183,M,1.62,64.95,B,D,302.67
93105417,F,1.77,52.46,AB,B,993.24
84990950,F,1.86,61.76,B,D,843.81
69330556,F,1.82,71.51,A,D,696.6
65971536,F,1.64,67.93,O,D,313.79
35830632,F,1.74,61.96,A,C,1488.97
68576008,F,1.6,63.81,AB,B,1061.58
57568571,F,1.89,66.37,AB,D,1318.72
68755217,F,1.6,72.05,AB,A,1031.91
55741228,M,1.72,50.33,B,D,910.41
33613150,M,1.53,47.82,AB,B,1416.35
62748430,F,1.55,62.13,A,D,1029.95
65012299,F,1.78,46.88,A,C,759.96
18338515,M,1.62,42.55,AB,D,948.53
20169974,F,1.9,63.86,A,A,1247.9
84137641,M,1.73,78.3,A,B,352.76
18884328,M,1.88,45.37,AB,D,650.15
90874713,F,1.73,49.11,AB,C,1054.18
37848558,F,1.65,75.44,B,D,858.1
89318478,M,1.82,43.56,A,A,862.06
76865050,F,1.52,49.43,AB,A,872.13
578575,F,1.72,63.33,AB,C,363.88
98493356,F,1.74,69.82,A,D,1352.47
41914716,M,1.56,51.58,A,A,531.02
92948449,M,1.54,40.32,A,A,546.85
35125706,M,1.75,58.08,O,A,463.51
51151931,F,1.63,61.28,A,C,357.94
65225635,F,1.81,56.33,A,D,1463.16
55455289,M,1.66,78.94,O,B,622.86
62328674,M,1.79,69.26,AB,C,623.8
42241374,M,1.53,45.92,B,B,1373.83
47204395,M,1.59,60.77,AB,C,1067.88
77280899,F,1.68,79.31,B,D,1409.71
31987162,F,1.88,78.14,B,A,1035.15
22207751,F,1.82,74.68,B,B,1405.85
25966884,F,1.77,78.36,AB,A,712.04
29963491,F,1.55,78.05,AB,B,787.72
50533773,M,1.89,48.13,O,A,1136.92
29174285,M,1.59,74.95,O,B,513.68
88672990,F,1.66,67.12,O,A,470.51
27765583,F,1.79,53.57,O,B,716.0
18699178,M,1.8,50.69,O,A,672.05
75620989,F,1.86,46.67,A,A,1262.55
81661932,F,1.62,48.8,B,B,764.88
91315376,M,1.5,47.42,O,C,1417.36
68743844,F,1.64,52.59,O,A,398.18
3871020,M,1.61,55.43,AB,C,457.38
61098010,M,1.56,69.44,A,D,574.08
7928809,F,1.66,57.24,A,D,373.22
6278800,F,1.57,48.73,O,C,1245.73
90484882,F,1.56,70.81,O,B,387.89
19548434,F,1.63,54.92,AB,A,1308.45
36902907,M,1.54,71.97,A,D,884.78
22069786,M,1.82,77.67,B,C,1233.96
88675768,F,1.81,76.66,B,C,530.74
39887207,M,1.75,74.24,B,A,513.84
40034962,F,1.53,43.85,B,C,361.01
23648990,F,1.62,70.68,AB,C,1206.97
17034628,F,1.73,74.41,A,C,1006.89
27081099,F,1.82,53.36,B,A,1438.12
99496805,F,1.53,44.08,AB,A,1497.46
63630106,M,1.73,62.32,B,A,792.44
8028649,M,1.56,50.59,O,D,473.37
59827594,M,1.89,70.09,AB,D,977.0
29092373,M,1.5,40.63,O,B,360.73
39569806,M,1.77,54.13,B,C,662.57
2404741,M,1.57,61.99,A,A,330.28
32968365,F,1.82,74.59,B,C,1154.77
36099774,M,1.89,69.45,B,C,363.15
20712870,M,1.62,52.53,B,B,617.77
9465813,M,1.59,79.84,O,D,1296.86
11904132,M,1.74,46.94,O,A,1152.97
90329156,F,1.79,67.73,B,A,1245.86
83149078,M,1.81,56.45,AB,A,1204.96
79192536,M,1.57,77.59,O,C,993.35
84226608,F,1.86,56.53,B,B,870.95
52842100,M,1.61,65.63,B,A,1163.28
98484704,M,1.71,76.14,B,A,475.33
45898661,F,1.87,75.97,AB,D,302.03
9006151,F,1.88,62.94,A,B,1495.89
35654267,M,1.63,66.45,O,D,678.0
37954770,M,1.87,45.77,B,B,1170.16
57947772,F,1.76,52.1,O,B,731.8
65398568,M,1.63,73.5,A,A,988.07
26067431,F,1.79,52.74,O,B,1149.25
47375664,F,1.61,76.45,AB,B,1407.93
37947357,M,1.69,67.53,O,C,411.04
67294833,M,1.67,55.42,AB,C,456.76
2321145,F,1.61,47.72,O,D,335.75
89706360,F,1.81,48.09,B,B,703.68
96700349,F,1.7,57.72,B,B,1055.72
3301091,F,1.57,70.7,AB,C,1230.61
1183224,F,1.56,63.95,A,B,1135.6
4206972,F,1.75,62.19,O,A,1475.87
70794487,M,1.73,56.54,AB,C,1156.65
37076672,M,1.73,61.15,A,C,1365.09
80134146,F,1.68,69.83,AB,C,580.23
621033,M,1.69,48.48,O,B,1444.59
31758290,F,1.68,42.83,B,C,921.34
91477133,F,1.58,76.85,A,B,949.13
60842329,F,1.89,75.03,B,B,1474.1
29219290,F,1.89,45.23,O,B,1139.88
49632803,F,1.69,60.63,O,D,778.75
1082892,M,1.63,58.44,A,A,1159.62
30966986,F,1.8,60.8,A,D,386.9
96688366,M,1.88,54.82,B,D,748.92
89899432,M,1.6,45.21,A,C,708.02
24703528,F,1.59,78.06,O,B,582.26
98205436,F,1.75,56.08,O,A,849.98
59345438,F,1.6,67.05,B,D,1231.14
19567845,F,1.8,53.76,A,B,833.66
66867527,F,1.61,43.95,AB,A,681.97
26941468,F,1.56,50.95,O,B,1070.3
19814875,M,1.81,64.43,B,D,1047.34
51096197,F,1.8,52.4,B,B,528.76
58790517,F,1.71,63.04,A,A,651.78
3389799,M,1.52,61.09,O,D,1413.42
74708479,M,1.9,68.45,O,C,526.18
226794,F,1.55,55.94,B,B,1374.96
67549195,M,1.83,42.81,A,B,609.57
13949149,F,1.56,41.8,A,D,626.2
95306059,M,1.81,47.64,O,A,1108.23
44157464,M,1.58,71.7,B,D,351.9
65140427,M,1.73,64.85,O,A,998.56
36388606,F,1.56,67.95,A,D,1255.62
1460332,F,1.88,67.43,A,D,451.08
37218596,F,1.65,40.43,AB,B,555.36
32274346,M,1.58,55.62,B,C,1438.87
48750651,F,1.65,47.81,AB,A,552.41
72587324,M,1.59,59.52,O,A,1480.01
76702034,M,1.51,48.81,O,C,331.9
4689848,F,1.71,71.88,A,A,1353.21
15642085,M,1.5,78.34,A,B,1048.83
24107400,F,1.73,69.67,A,B,440.82
40260501,F,1.66,74.7,O,D,788.99
45859979,F,1.51,44.32,B,D,464.22
61670602,M,1.73,40.8,B,D,1338.86
16048223,M,1.64,79.48,A,B,744.3
72398368,M,1.71,71.02,AB,C,1074.11
79414332,F,1.62,72.81,B,D,1137.18
19418752,F,1.85,48.15,AB,B,479.29
18250181,F,1.52,41.04,AB,A,428.79
50396821,M,1.66,54.01,AB,B,886.41
29283369,F,1.66,53.1,O,B,1275.53
29466414,M,1.56,48.59,AB,C,974.99
15742474,F,1.83,54.12,AB,D,668.26
87184687,M,1.72,47.54,O,D,1028.58
59456290,F,1.82,44.95,B,C,512.44
26965397,F,1.6,41.46,O,B,1228.91
77409794,M,1.58,75.84,AB,D,1259.02
45968801,F,1.83,63.76,A,A,535.89
8040489,F,1.65,46.65,AB,D,544.35
92239472,M,1.75,59.5,B,D,1419.09
93774767,F,1.63,72.25,O,C,1243.09
72970627,F,1.6,66.66,O,C,1412.99
92656772,M,1.62,79.77,O,D,615.95
